id,group_id,message,voice,per,message_group,omit_tag
9010,900010,%h_rank11、%h_rank_l11、%h_rank_no11、%h_rank_to11、%h_rank_ta11、%h_rank_a11,%h_rank11|%w_0.2|%h_rank_l11|%w_0.2|%h_rank_no11|%w_0.2|%h_rank_to11|%w_0.2|%h_rank_ta11|%w_0.2|%h_rank_a11,100,0,0
9011,900011,%h_rank12、%h_rank_l12、%h_rank_no12、%h_rank_to12、%h_rank_ta12、%h_rank_a12,%h_rank12|%w_0.2|%h_rank_l12|%w_0.2|%h_rank_no12|%w_0.2|%h_rank_to12|%w_0.2|%h_rank_ta12|%w_0.2|%h_rank_a12,100,0,0
9012,900012,%h_rank13、%h_rank_l13、%h_rank_no13、%h_rank_to13、%h_rank_ta13、%h_rank_a13,%h_rank13|%w_0.2|%h_rank_l13|%w_0.2|%h_rank_no13|%w_0.2|%h_rank_to13|%w_0.2|%h_rank_ta13|%w_0.2|%h_rank_a13,100,0,0
9013,900013,%h_rank14、%h_rank_l14、%h_rank_no14、%h_rank_to14、%h_rank_ta14、%h_rank_a14,%h_rank14|%w_0.2|%h_rank_l14|%w_0.2|%h_rank_no14|%w_0.2|%h_rank_to14|%w_0.2|%h_rank_ta14|%w_0.2|%h_rank_a14,100,0,0
9014,900014,%h_rank15、%h_rank_l15、%h_rank_no15、%h_rank_to15、%h_rank_ta15、%h_rank_a15,%h_rank15|%w_0.2|%h_rank_l15|%w_0.2|%h_rank_no15|%w_0.2|%h_rank_to15|%w_0.2|%h_rank_ta15|%w_0.2|%h_rank_a15,100,0,0
9015,900015,%h_rank16、%h_rank_l16、%h_rank_no16、%h_rank_to16、%h_rank_ta16、%h_rank_a16,%h_rank16|%w_0.2|%h_rank_l16|%w_0.2|%h_rank_no16|%w_0.2|%h_rank_to16|%w_0.2|%h_rank_ta16|%w_0.2|%h_rank_a16,100,0,0
9016,900016,%h_rank17、%h_rank_l17、%h_rank_no17、%h_rank_to17、%h_rank_ta17、%h_rank_a17,%h_rank17|%w_0.2|%h_rank_l17|%w_0.2|%h_rank_no17|%w_0.2|%h_rank_to17|%w_0.2|%h_rank_ta17|%w_0.2|%h_rank_a17,100,0,0
9017,900017,%h_rank18、%h_rank_l18、%h_rank_no18、%h_rank_to18、%h_rank_ta18、%h_rank_a18,%h_rank18|%w_0.2|%h_rank_l18|%w_0.2|%h_rank_no18|%w_0.2|%h_rank_to18|%w_0.2|%h_rank_ta18|%w_0.2|%h_rank_a18,100,0,0
9018,900018,%h_rank1、%h_rank_no1、%h_rank_to1、%h_rank_ta1、%h_rank_a1,%h_rank1|%w_0.2|%h_rank_no1|%w_0.2|%h_rank_to1|%w_0.2|%h_rank_ta1|%w_0.2|%h_rank_a1,100,0,0
9019,900019,%h_rank2、%h_rank_no2、%h_rank_to2、%h_rank_ta2、%h_rank_a2,%h_rank2|%w_0.2|%h_rank_no2|%w_0.2|%h_rank_to2|%w_0.2|%h_rank_ta2|%w_0.2|%h_rank_a2,100,0,0
9020,900020,%h_rank3、%h_rank_no3、%h_rank_to3、%h_rank_ta3、%h_rank_a3,%h_rank3|%w_0.2|%h_rank_no3|%w_0.2|%h_rank_to3|%w_0.2|%h_rank_ta3|%w_0.2|%h_rank_a3,100,0,0
9021,900021,%h_rank4、%h_rank_no4、%h_rank_to4、%h_rank_ta4、%h_rank_a4,%h_rank4|%w_0.2|%h_rank_no4|%w_0.2|%h_rank_to4|%w_0.2|%h_rank_ta4|%w_0.2|%h_rank_a4,100,0,0
9022,900022,%h_rank5、%h_rank_no5、%h_rank_to5、%h_rank_ta5、%h_rank_a5,%h_rank5|%w_0.2|%h_rank_no5|%w_0.2|%h_rank_to5|%w_0.2|%h_rank_ta5|%w_0.2|%h_rank_a5,100,0,0
9023,900023,%h_rank6、%h_rank_no6、%h_rank_to6、%h_rank_ta6、%h_rank_a6,%h_rank6|%w_0.2|%h_rank_no6|%w_0.2|%h_rank_to6|%w_0.2|%h_rank_ta6|%w_0.2|%h_rank_a6,100,0,0
9024,900024,%h_rank7、%h_rank_no7、%h_rank_to7、%h_rank_ta7、%h_rank_a7,%h_rank7|%w_0.2|%h_rank_no7|%w_0.2|%h_rank_to7|%w_0.2|%h_rank_ta7|%w_0.2|%h_rank_a7,100,0,0
9025,900025,%h_rank8、%h_rank_no8、%h_rank_to8、%h_rank_ta8、%h_rank_a8,%h_rank8|%w_0.2|%h_rank_no8|%w_0.2|%h_rank_to8|%w_0.2|%h_rank_ta8|%w_0.2|%h_rank_a8,100,0,0
9026,900026,%h_rank9、%h_rank_no9、%h_rank_to9、%h_rank_ta9、%h_rank_a9,%h_rank9|%w_0.2|%h_rank_no9|%w_0.2|%h_rank_to9|%w_0.2|%h_rank_ta9|%w_0.2|%h_rank_a9,100,0,0
9027,900027,%h_rank10、%h_rank_no10、%h_rank_to10、%h_rank_ta10、%h_rank_a10,%h_rank10|%w_0.2|%h_rank_no10|%w_0.2|%h_rank_to10|%w_0.2|%h_rank_ta10|%w_0.2|%h_rank_a10,100,0,0
9028,900028,%h_rank11、%h_rank_no11、%h_rank_to11、%h_rank_ta11、%h_rank_a11,%h_rank11|%w_0.2|%h_rank_no11|%w_0.2|%h_rank_to11|%w_0.2|%h_rank_ta11|%w_0.2|%h_rank_a11,100,0,0
9029,900029,%h_rank12、%h_rank_no12、%h_rank_to12、%h_rank_ta12、%h_rank_a12,%h_rank12|%w_0.2|%h_rank_no12|%w_0.2|%h_rank_to12|%w_0.2|%h_rank_ta12|%w_0.2|%h_rank_a12,100,0,0
9030,900030,%h_rank13、%h_rank_no13、%h_rank_to13、%h_rank_ta13、%h_rank_a13,%h_rank13|%w_0.2|%h_rank_no13|%w_0.2|%h_rank_to13|%w_0.2|%h_rank_ta13|%w_0.2|%h_rank_a13,100,0,0
9031,900031,%h_rank14、%h_rank_no14、%h_rank_to14、%h_rank_ta14、%h_rank_a14,%h_rank14|%w_0.2|%h_rank_no14|%w_0.2|%h_rank_to14|%w_0.2|%h_rank_ta14|%w_0.2|%h_rank_a14,100,0,0
9032,900032,%h_rank15、%h_rank_no15、%h_rank_to15、%h_rank_ta15、%h_rank_a15,%h_rank15|%w_0.2|%h_rank_no15|%w_0.2|%h_rank_to15|%w_0.2|%h_rank_ta15|%w_0.2|%h_rank_a15,100,0,0
9033,900033,%h_rank16、%h_rank_no16、%h_rank_to16、%h_rank_ta16、%h_rank_a16,%h_rank16|%w_0.2|%h_rank_no16|%w_0.2|%h_rank_to16|%w_0.2|%h_rank_ta16|%w_0.2|%h_rank_a16,100,0,0
9034,900034,%h_rank17、%h_rank_no17、%h_rank_to17、%h_rank_ta17、%h_rank_a17,%h_rank17|%w_0.2|%h_rank_no17|%w_0.2|%h_rank_to17|%w_0.2|%h_rank_ta17|%w_0.2|%h_rank_a17,100,0,0
9035,900035,%h_rank18、%h_rank_no18、%h_rank_to18、%h_rank_ta18、%h_rank_a18,%h_rank18|%w_0.2|%h_rank_no18|%w_0.2|%h_rank_to18|%w_0.2|%h_rank_ta18|%w_0.2|%h_rank_a18,100,0,0
